# Data format: "%int(ChipTimeUS) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
7801541 -0.13133,0.92239,-0.02021
7806105 -0.13885,0.92087,-0.01818
7810919 -0.14361,0.90858,-0.01632
7815484 -0.14197,0.89177,-0.01003
7820290 -0.14354,0.87471,-0.00346
7824848 -0.13851,0.86972,0.00098
7829657 -0.13737,0.87543,-0.00253
7834218 -0.12673,0.87343,0.01071
7838782 -0.11485,0.86931,0.02002
7843594 -0.09843,0.85616,0.02791
7848159 -0.08634,0.85262,0.03328
7852971 -0.08922,0.85555,0.03376
7857538 -0.08351,0.87213,0.03751
7862354 -0.07975,0.87517,0.04435
7866917 -0.07547,0.88761,0.04741
7872209 -0.07496,0.90217,0.05392
7876772 -0.08077,0.90893,0.05832
7881329 -0.07843,0.90242,0.06452
7886134 -0.07733,0.89787,0.07070
7890693 -0.06770,0.88732,0.08254
7895501 -0.06531,0.87463,0.08018
7900060 -0.05600,0.87178,0.08753
7904871 -0.05881,0.86208,0.09403
7909429 -0.05222,0.85287,0.10072
7913987 -0.05491,0.85637,0.10833
7918796 -0.05554,0.86022,0.11174
7923356 -0.05299,0.86481,0.11464
7928164 -0.05218,0.86758,0.11116
7932724 -0.05548,0.89069,0.10802
7937533 -0.06490,0.90653,0.11188
7942572 -0.06874,0.91551,0.11576
7947132 -0.07073,0.91343,0.12120
7951943 -0.06717,0.90525,0.12519
7956509 -0.06517,0.90153,0.12718
7961320 -0.06601,0.89951,0.12991
7965887 -0.06313,0.90720,0.13695
7970699 -0.06025,0.90416,0.14164
7975265 -0.05488,0.89673,0.14512
7979830 -0.05247,0.88881,0.14886
7984642 -0.05439,0.88502,0.15383
7989206 -0.05653,0.88668,0.15629
7994019 -0.06000,0.88697,0.16541
7998581 -0.05879,0.87469,0.16625
8003393 -0.05315,0.87705,0.17062
8007955 -0.05571,0.86734,0.16630
8013249 -0.05873,0.87890,0.16449
8017811 -0.06463,0.89835,0.16042
8022374 -0.06313,0.91713,0.15360
8027188 -0.05986,0.93187,0.15197
8031754 -0.06479,0.93428,0.15345
8036567 -0.06678,0.94852,0.15235
8041131 -0.07302,0.94924,0.15288
8045943 -0.07679,0.94613,0.14948
8050501 -0.07526,0.94808,0.14995
8055063 -0.07579,0.95506,0.14448
8059869 -0.07325,0.96564,0.14289
8064430 -0.06827,0.97236,0.14919
8069236 -0.06902,0.97888,0.15357
8073794 -0.06443,0.97865,0.16412
8078608 -0.06061,0.97491,0.17815
8083652 -0.05548,0.97287,0.18232
8088213 -0.04840,0.97365,0.19137
8093024 -0.04886,0.97360,0.19384
8097586 -0.03975,0.97008,0.19775
8102395 -0.03330,0.97493,0.20062
8106955 -0.03364,0.97731,0.20380
8111762 -0.03943,0.98371,0.20230
8116329 -0.04914,0.99029,0.20353
8120895 -0.05066,1.00435,0.19948
8125708 -0.05411,1.03121,0.19286
8130276 -0.05271,1.04126,0.19276
8135095 -0.05062,1.05159,0.19118
8139663 -0.04668,1.06142,0.19008
8144479 -0.04177,1.07044,0.18136
8149049 -0.03602,1.08652,0.17453
8153618 -0.03553,1.09087,0.17744
8158913 -0.02084,1.10226,0.17282
8163477 -0.01854,1.11284,0.17074
8168295 -0.02096,1.11597,0.16236
8172861 -0.03062,1.13769,0.15534
8177675 -0.03422,1.15198,0.15179
8182244 -0.02662,1.15698,0.14727
8186808 -0.02248,1.15692,0.15020
8191622 -0.02609,1.15557,0.14482
8196187 -0.03023,1.15565,0.14091
8201002 -0.03293,1.14895,0.14443
8205570 -0.03456,1.14386,0.15285
8210384 -0.04046,1.13659,0.16033
8214952 -0.03645,1.11781,0.16737
8219767 -0.02896,1.10446,0.16178
8224334 -0.01281,1.09815,0.14820
8229377 0.00275,1.09520,0.12697
8234185 0.00343,1.10062,0.12593
8238745 -0.00298,1.10566,0.11904
8243560 -0.01535,1.11002,0.12129
8248125 -0.04379,1.11929,0.12238
8252938 -0.06765,1.12915,0.11924
8257502 -0.09584,1.12212,0.11456
8262067 -0.11702,1.11813,0.10587
8266882 -0.13541,1.11306,0.10185
8271447 -0.15973,1.10708,0.09444
8276260 -0.18422,1.10515,0.08157
8280826 -0.20747,1.10129,0.06699
8285637 -0.23058,1.11012,0.05500
8290199 -0.24297,1.11582,0.02944
8294768 -0.25487,1.12068,0.00881
8300061 -0.24956,1.11572,-0.01037
8304628 -0.24522,1.11617,-0.00844
8309440 -0.23924,1.11131,-0.02147
8314003 -0.22606,1.10929,-0.01834
8318812 -0.20842,1.09453,-0.01536
8323376 -0.19035,1.08061,-0.01708
8327943 -0.16865,1.08943,-0.02738
8332760 -0.15928,1.10675,-0.03448
8337326 -0.16177,1.13296,-0.04504
8342142 -0.14896,1.14466,-0.04178
8346708 -0.12143,1.16695,-0.04043
8351525 -0.13255,1.15337,-0.04738
8356090 -0.12822,1.13309,-0.04968
8360658 -0.12300,1.11865,-0.05057
8365953 -0.12664,1.09661,-0.05133
8370517 -0.11844,1.07685,-0.04432
8375331 -0.10628,1.06077,-0.02604
8379898 -0.10778,1.02041,-0.00746
8384710 -0.11026,0.97624,0.00599
8389274 -0.10328,0.93650,0.01885
8394085 -0.10311,0.91102,0.02941
8398649 -0.11005,0.89641,0.02516
8403212 -0.10977,0.87421,0.02019
8408022 -0.10464,0.86173,0.01978
8412588 -0.10396,0.85138,0.02233
8417404 -0.10028,0.84603,0.02038
8421967 -0.09261,0.84921,0.02080
8426777 -0.09385,0.84604,0.02010
8431340 -0.09911,0.85064,0.02255
8436382 -0.11294,0.86207,0.02622
8441193 -0.12781,0.86557,0.03391
8445754 -0.13428,0.86625,0.03592
8450565 -0.14272,0.86476,0.03648
8455127 -0.14164,0.86662,0.03006
8459937 -0.14190,0.88335,0.02720
8464501 -0.14108,0.89643,0.02339
8469065 -0.14275,0.90334,0.02112
8473879 -0.14245,0.91253,0.01538
8478441 -0.14112,0.91933,0.00744
8483248 -0.13697,0.92462,0.00096
8487806 -0.13046,0.92302,-0.00398
8492617 -0.13274,0.93291,0.00283
8497175 -0.12436,0.93559,0.00398
8501737 -0.11883,0.94626,-0.00181
8507025 -0.11542,0.94733,-0.00577
8511584 -0.11914,0.96449,-0.01698
8516395 -0.12077,0.97035,-0.01628
8520955 -0.11472,0.97915,-0.01517
8525765 -0.10778,0.98867,-0.01308
8530328 -0.11087,1.00169,-0.01466
8535143 -0.11457,1.01805,-0.01183
8539711 -0.11578,1.01408,-0.00982
8544275 -0.11167,1.00932,-0.00488
8549090 -0.10124,0.98516,0.01274
8553653 -0.08993,0.95683,0.03088
8558467 -0.08590,0.94865,0.03536
8563033 -0.07871,0.93079,0.04483
8567841 -0.07921,0.92101,0.04393
8572406 -0.08458,0.92283,0.05035
8577447 -0.09186,0.92105,0.05287
8582258 -0.09100,0.92760,0.05576
8586815 -0.09315,0.91861,0.06348
8591619 -0.10208,0.90703,0.06610
8596171 -0.10259,0.89738,0.06988
8600976 -0.09544,0.88605,0.07289
8605529 -0.09654,0.88514,0.06971
8610087 -0.10636,0.87853,0.06909
8614892 -0.11686,0.87690,0.06474
8619449 -0.11499,0.87668,0.05243
8624256 -0.11376,0.88023,0.04747
8628812 -0.10401,0.89393,0.04852
8633618 -0.10569,0.90079,0.04871
8638176 -0.10179,0.91149,0.05253
8642727 -0.10791,0.90959,0.04963
8648013 -0.11130,0.92423,0.05247
8652571 -0.11487,0.93785,0.04622
8657378 -0.10951,0.94163,0.04148
8661933 -0.10826,0.94408,0.05277
8666741 -0.09999,0.94442,0.04877
8671299 -0.09527,0.94679,0.05266
8675859 -0.08224,0.94282,0.05507
8680665 -0.08458,0.95461,0.05400
8685226 -0.08339,0.96417,0.05390
8690035 -0.08386,0.96986,0.05140
8694598 -0.07853,0.96850,0.05777
8699404 -0.07594,0.97238,0.05969
8703963 -0.07608,0.96494,0.06345
8708523 -0.07846,0.96662,0.06492
8713333 -0.07785,0.96312,0.06815
8718371 -0.08150,0.95732,0.06429
8723183 -0.08401,0.96227,0.06229
8727740 -0.07615,0.96638,0.06491
8732550 -0.07614,0.96045,0.07800
8737108 -0.08102,0.96113,0.09181
8741924 -0.07601,0.95653,0.10018
8746484 -0.07853,0.95076,0.10615
8751045 -0.07619,0.94417,0.11604
8755852 -0.07211,0.94539,0.11649
8760416 -0.06812,0.94884,0.11594
8765226 -0.06071,0.95797,0.12418
8769794 -0.05563,0.96212,0.13641
8774605 -0.05861,0.97250,0.14347
8779171 -0.05982,0.97367,0.14593
8783731 -0.05978,0.97259,0.15012
8789023 -0.05844,0.97363,0.14764
8793586 -0.06223,0.98695,0.14361
8798401 -0.07700,0.99386,0.14094
8802967 -0.07859,0.99871,0.14336
8807785 -0.08161,1.00447,0.14899
8812350 -0.08719,1.00594,0.14852
8816920 -0.08686,1.00378,0.14657
8821735 -0.08595,1.00918,0.14602
8826302 -0.08515,1.01726,0.14644
8831114 -0.08391,1.01494,0.15186
8835684 -0.07883,1.00390,0.15242
8840496 -0.07925,1.00282,0.15686
8845064 -0.07625,1.00274,0.14946
8849630 -0.08048,0.99956,0.14903
8854445 -0.08864,1.00233,0.14561
8859487 -0.07784,0.99179,0.14588
8864296 -0.07192,0.98257,0.14174
8868857 -0.07390,0.98612,0.13631
8873673 -0.08036,1.00294,0.12956
8878237 -0.08892,1.03656,0.11627
8882806 -0.09252,1.05630,0.10972
8887617 -0.09826,1.06696,0.10425
8892183 -0.09937,1.07686,0.09974
8896995 -0.09457,1.07221,0.09975
8901564 -0.09379,1.07500,0.10661
8906376 -0.09654,1.06405,0.11410
8910941 -0.09940,1.06600,0.12542
8915756 -0.10181,1.05779,0.13092
8920329 -0.09675,1.04702,0.13050
8924895 -0.08188,1.04339,0.12896
8930195 -0.07263,1.04247,0.11513
8934759 -0.06645,1.04351,0.10180
8939576 -0.06251,1.04866,0.09041
8944143 -0.05937,1.05056,0.08250
8948966 -0.06983,1.06396,0.08564
8953535 -0.07451,1.08181,0.08723
8958108 -0.07583,1.08571,0.08819
8962924 -0.07337,1.09221,0.09353
8967495 -0.07592,1.09310,0.08665
8972305 -0.07006,1.09032,0.09057
8976870 -0.05815,1.08057,0.08862
8981679 -0.05161,1.06249,0.08628
8986243 0.00560,1.07825,0.09561
8990803 -0.04056,1.04079,0.08148
8995617 -0.08801,1.02226,0.07555
9000659 -0.10342,1.01260,0.05753
9005510 -0.08800,0.99123,0.04926
9010069 -0.06276,0.97093,0.04805
9014876 -0.06511,0.97715,0.05466
9019433 -0.06653,0.98851,0.06194
9023992 -0.06059,0.97322,0.06647
9028800 -0.04817,0.98892,0.06601
9033366 -0.05617,1.01480,0.05918
9038181 -0.06397,1.02569,0.04314
9042746 -0.08521,1.03887,0.03405
9047560 -0.09140,1.03926,0.01588
9052126 -0.07859,1.04108,0.00053
9056691 -0.08172,1.03425,-0.01218
9061513 -0.09008,1.05263,-0.02312
9066078 -0.09523,1.06046,-0.03398
9071374 -0.09315,1.05518,-0.03887
9075941 -0.08289,1.06270,-0.04638
9080756 -0.07562,1.05925,-0.04492
9085317 -0.06618,1.05372,-0.04985
9090130 -0.05453,1.05515,-0.04748
9094701 -0.05147,1.05372,-0.04945
9099270 -0.05362,1.05574,-0.05192
9104082 -0.04527,1.05379,-0.05245
9108651 -0.05387,1.05597,-0.05143
9113469 -0.05897,1.05182,-0.05234
9118038 -0.05091,1.04071,-0.04836
9122849 -0.05417,1.02577,-0.04869
9127419 -0.06637,1.01533,-0.04262
9131988 -0.06619,1.00023,-0.03584
9136804 -0.05994,0.98868,-0.03430
9141844 -0.04558,0.98588,-0.02920
9146656 -0.04103,0.98134,-0.02328
9151219 -0.02717,0.98006,-0.03123
9156028 -0.03007,0.96671,-0.01535
9160587 -0.02730,0.96091,-0.00744
9165148 -0.02431,0.95541,-0.00249
9169962 -0.01219,0.94609,-0.00199
9174532 -0.00949,0.93672,0.00079
9179345 -0.00814,0.93711,0.00520
9183912 -0.01149,0.93989,0.01233
9188725 -0.00850,0.94534,0.00980
9193295 -0.00489,0.94669,0.01518
9197860 -0.00336,0.95391,0.01019
9202676 -0.01417,0.96507,0.00425
9207241 -0.00326,0.97878,-0.00578
9212537 -0.00184,0.99356,0.00170
9217105 -0.00822,0.99176,0.01627
9221920 -0.00077,0.98920,0.02166
9226486 -0.05848,0.90299,0.07250
9231298 -0.06536,0.94504,0.07733
9235864 0.02599,1.02995,0.00858
9240432 0.01047,1.04909,-0.00404
9245243 -0.03122,1.00779,0.02218
9249809 -0.04642,0.99256,0.02340
9254622 -0.05723,1.02450,0.03056
9259193 -0.03136,1.05415,0.00971
9264008 -0.03919,1.04929,0.00734
9268576 -0.06342,1.03541,0.01377
9273141 -0.07086,1.01588,0.02088
9277956 -0.05794,1.03016,0.02953
9282996 -0.05513,1.01299,0.03016
9287810 -0.05668,1.00623,0.03663
9292373 -0.06003,1.01506,0.02525
9297188 -0.05079,1.00834,0.03017
9301750 -0.05296,0.98934,0.03577
9306313 -0.04347,0.97695,0.04222
9311121 -0.05023,0.96275,0.05272
9315686 -0.04984,0.95916,0.04857
9320495 -0.05938,0.96190,0.04614
9325063 -0.16486,0.95961,0.24637
9329875 -0.01184,0.97164,-0.04897
9334449 -0.00575,0.99404,-0.15303
9339018 -0.05839,0.99432,-0.01222
9343830 -0.05870,0.93085,0.03190
9348394 -0.04827,0.91249,0.04209
9353685 -0.03949,0.92150,0.05647
9358250 -0.05335,0.91767,0.06274
9363061 -0.06646,0.97568,0.07682
9367628 -0.04249,1.01825,0.03667
9372195 -0.04901,1.04733,0.01800
9377012 -0.05471,1.00249,0.05092
9381583 -0.03472,1.01389,0.03445
9386399 -0.03845,0.99913,0.03707
9390961 -0.05164,0.92055,0.06541
9395770 -0.02401,0.98371,0.04769
9400332 -0.04966,0.97100,0.04502
9405143 -0.02457,1.01289,0.03562
9409707 -0.06122,1.00407,0.05685
9414274 -0.04841,0.99465,0.06202
9419087 -0.04987,0.99667,0.05930
9424131 -0.07248,0.94517,0.07123
9428943 -0.05183,0.98281,0.07617
9433507 -0.04411,0.99117,0.05292
9438321 -0.06597,0.97542,0.06649
9442883 -0.06750,0.94680,0.07512
9447448 -0.06681,0.95776,0.06690
9452263 -0.06597,0.97001,0.06727
9456828 -0.07086,0.99782,0.07320
9461643 -0.07620,1.03144,0.05965
9466211 -0.08097,1.01381,0.06993
9471029 -0.08564,0.99937,0.07993
9475597 -0.08040,0.98977,0.08219
9480164 -0.08776,0.98977,0.08175
9484982 -0.08578,1.00248,0.08334
9489557 -0.08833,1.00292,0.08557
9494859 -0.07927,1.00580,0.08893
9499433 -0.08194,1.00900,0.08794
9504251 -0.08341,0.99526,0.08856
9508817 -0.07750,0.97531,0.09313
9513381 -0.06241,0.98777,0.09538
9518200 -0.04320,1.01160,0.08225
9522770 -0.06083,0.98824,0.09635
9527586 -0.08831,0.96455,0.10289
9532156 -0.07261,0.98441,0.09203
9536977 -0.06225,1.01115,0.07992
9541548 -0.07079,0.97888,0.10929
9546121 -0.08198,1.00435,0.09880
9550944 -0.09030,0.98946,0.09604
9555517 -0.08488,0.96567,0.08564
9560335 -0.07211,0.97325,0.08696
9565389 -0.07463,1.01540,0.08685
9570212 -0.07418,1.01010,0.09378
9574782 -0.07988,0.99863,0.09146
9579603 -0.08406,0.96788,0.08537
9584174 -0.05820,0.97018,0.09305
9588745 -0.05501,0.96518,0.09751
9593565 -0.06765,0.96021,0.08927
9598138 -0.08089,0.99015,0.08711
9602958 -0.09274,0.98805,0.08204
9607530 -0.08077,1.03047,0.07051
9612351 -0.08687,1.02226,0.08686
9616927 -0.07936,1.02918,0.08454
9621503 -0.08361,0.99499,0.07872
9626322 -0.09343,0.99346,0.08101
