# Data format: "%int(ChipTimeUS) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
379370622 0.95490,0.01667,-0.01452
379375437 0.95755,0.01406,-0.01845
379380005 0.95739,0.01774,-0.01848
379384820 0.95709,0.01406,-0.01820
379389386 0.95647,0.01233,-0.01745
379394682 0.95524,0.01427,-0.01672
379399250 0.95509,0.01232,-0.01719
379403816 0.95712,0.01331,-0.01771
379408630 0.95638,0.01456,-0.01894
379413195 0.95575,0.02359,-0.01705
379418009 0.95623,0.01790,-0.01454
379422575 0.95483,0.01843,-0.01626
379427390 0.95458,0.02406,-0.01606
379431955 0.95093,0.02352,-0.01382
379436521 0.95308,0.02667,-0.01239
379441336 0.95077,0.02688,-0.01065
379445902 0.95064,0.01960,-0.01428
379450716 0.95026,0.02301,-0.01307
379455285 0.94443,0.02499,-0.01429
379460103 0.94332,0.02399,-0.01329
379465149 0.94470,0.01862,-0.01423
379469723 0.94597,0.01588,-0.01224
379474540 0.94367,0.01581,-0.00903
379479108 0.94435,0.01069,-0.01047
379483929 0.94717,0.00930,-0.01392
379488498 0.94663,0.01114,-0.00852
379493318 0.94706,0.01197,-0.01271
379497886 0.95346,0.00185,-0.00946
379502704 0.95150,0.00481,-0.01021
379507274 0.95772,0.00975,-0.01177
379511844 0.95432,0.00338,-0.01219
379516663 0.95570,0.00333,-0.00949
379521232 0.95647,0.00680,-0.01149
379526049 0.95848,0.00295,-0.01442
379531099 0.95589,0.00978,-0.01324
379535916 0.95253,0.01299,-0.01447
379540486 0.95665,0.01355,-0.01721
379545058 0.95331,0.01624,-0.01722
379549879 0.95061,0.01493,-0.01350
379554449 0.95046,0.01301,-0.01545
379559271 0.94832,0.01471,-0.01471
379563845 0.94719,0.01962,-0.01499
379568670 0.94760,0.02086,-0.01574
379573241 0.94626,0.01989,-0.01647
379577814 0.94581,0.01967,-0.01720
379582636 0.94594,0.01671,-0.01668
379587208 0.94497,0.02309,-0.01673
379592032 0.94538,0.01892,-0.01694
379597084 0.94670,0.00986,-0.01687
379601906 0.94899,0.01518,-0.01373
379606480 0.94619,0.01074,-0.01269
379611051 0.94838,0.01315,-0.01051
379615875 0.94997,0.01368,-0.01250
379620446 0.94558,0.01421,-0.01444
379625272 0.94938,0.01149,-0.01297
379629845 0.95083,0.01531,-0.01941
379634668 0.95019,0.01947,-0.01944
379639240 0.95476,0.01478,-0.01746
379644062 0.95090,0.01891,-0.01624
379648635 0.95310,0.01056,-0.01544
379653208 0.94923,0.02034,-0.01427
379658030 0.94956,0.01780,-0.01007
379663083 0.95243,0.02056,-0.01307
379667904 0.95211,0.02241,-0.00816
379672476 0.95406,0.02542,-0.01140
379677295 0.95389,0.02395,-0.01114
379681865 0.95630,0.02120,-0.00867
379686434 0.95098,0.02187,-0.00569
379691253 0.95328,0.02728,-0.00674
379695823 0.95269,0.02475,-0.00326
379700643 0.95322,0.02327,-0.00276
379705215 0.95115,0.02327,-0.00275
379710034 0.95179,0.02968,-0.00429
379714604 0.95159,0.02378,-0.00374
379719174 0.95165,0.02231,-0.00373
379723994 0.94881,0.02422,-0.00127
379728565 0.95119,0.02764,-0.00082
379733866 0.95022,0.02359,-0.00619
379738439 0.94900,0.02525,-0.00374
379743261 0.94797,0.02232,-0.00420
379747831 0.94819,0.02786,0.00018
379752656 0.94737,0.02575,-0.00422
379757224 0.94373,0.02481,-0.00616
379761797 0.94603,0.02476,-0.00371
379766619 0.94501,0.02728,-0.00668
379771193 0.94195,0.02871,-0.00520
379776016 0.94446,0.02919,-0.00473
379780592 0.94034,0.02908,-0.01085
379785417 0.94017,0.03294,-0.00818
379789991 0.93769,0.03176,-0.01012
379794565 0.93923,0.03350,-0.01113
379799870 0.94077,0.02992,-0.01578
379804443 0.93794,0.03171,-0.01898
379809264 0.93922,0.03937,-0.02201
379813838 0.93738,0.03931,-0.01904
379818659 0.93433,0.04078,-0.01904
379823232 0.93335,0.04224,-0.01855
379827802 0.93448,0.03743,-0.02295
379832620 0.93239,0.04323,-0.01905
379837192 0.92745,0.03514,-0.01944
379842014 0.92764,0.03616,-0.02092
379846584 0.93147,0.03246,-0.01993
379851407 0.92933,0.03416,-0.01944
379855977 0.93217,0.03763,-0.02096
379860547 0.93302,0.03932,-0.01975
379865849 0.93214,0.03829,-0.01753
379870420 0.93309,0.04822,-0.02303
379875242 0.93387,0.04083,-0.02150
379879814 0.93197,0.04227,-0.02002
379884636 0.93535,0.04358,-0.01292
379889207 0.93777,0.04611,-0.01640
379894026 0.93913,0.03563,-0.00770
379898599 0.94289,0.03358,-0.00377
379903178 0.94154,0.03277,-0.00031
379908003 0.94259,0.02987,-0.00226
379912579 0.94402,0.03403,-0.00182
379917400 0.94321,0.03668,0.00013
379921974 0.94550,0.03703,-0.00431
379926795 0.94538,0.03976,-0.00581
379931843 0.94601,0.04629,-0.00194
379936413 0.94151,0.04958,-0.00686
379941236 0.94318,0.04842,-0.00981
379945806 0.93752,0.05161,-0.01005
379950626 0.93950,0.04844,-0.01102
379955192 0.93913,0.05159,-0.00932
379960012 0.93796,0.05212,-0.01104
379964584 0.94030,0.05661,-0.01430
379969157 0.94293,0.05441,-0.01479
379973982 0.94373,0.05718,-0.01802
379978554 0.94378,0.05594,-0.01751
379983370 0.94537,0.06186,-0.01881
379987940 0.94889,0.05472,-0.01753
379992757 0.94848,0.05882,-0.01462
379997803 0.95003,0.06033,-0.01612
380002371 0.95152,0.05216,-0.01261
380007188 0.95307,0.05874,-0.01071
380011756 0.95303,0.05972,-0.01047
380016572 0.95096,0.05974,-0.01144
380021137 0.94936,0.05950,-0.01192
380025954 0.95063,0.05674,-0.00895
380030518 0.94720,0.05631,-0.01188
380035336 0.94361,0.05975,-0.01213
380039905 0.94643,0.05823,-0.00992
380044472 0.94343,0.05301,-0.00690
380049287 0.94148,0.05566,-0.00495
380053852 0.94233,0.05709,-0.00300
380058664 0.94743,0.05073,-0.00346
380063230 0.94659,0.04898,-0.00197
380068527 0.94804,0.05277,-0.00693
380073094 0.95106,0.04154,-0.00882
380077659 0.94873,0.05289,-0.01235
380082475 0.95140,0.03891,-0.01175
380087041 0.95382,0.04166,-0.01400
380091859 0.95470,0.04272,-0.01746
380096426 0.95519,0.04712,-0.01701
380101244 0.95909,0.04227,-0.01921
380105813 0.95752,0.04666,-0.01850
380110381 0.95381,0.04706,-0.01430
380115199 0.95126,0.04747,-0.01109
380119768 0.94685,0.05371,-0.00496
380124583 0.94021,0.04788,-0.00782
380129152 0.94082,0.03898,-0.00430
380134448 0.94058,0.04437,-0.00386
380139012 0.93919,0.04488,-0.00484
380143579 0.94178,0.04344,-0.00632
380148393 0.94124,0.03466,-0.00820
380152955 0.94293,0.03806,-0.00677
380157772 0.94450,0.03912,-0.01023
380162341 0.94938,0.03792,-0.01148
380167159 0.95172,0.04237,-0.01301
380171731 0.94912,0.04412,-0.01473
380176302 0.95103,0.03703,-0.01517
380181119 0.95101,0.03751,-0.01493
380185687 0.95011,0.03705,-0.01640
380190506 0.94888,0.03892,-0.01247
380195077 0.94558,0.03554,-0.01488
380200375 0.95022,0.02916,-0.01436
380204944 0.95012,0.02617,-0.01212
380209760 0.94769,0.02916,-0.01410
380214328 0.95354,0.02697,-0.01485
380218895 0.95338,0.03030,-0.01021
380223713 0.95151,0.02586,-0.00917
380228280 0.95782,0.02347,-0.01140
380233098 0.95667,0.02350,-0.01287
380237667 0.95541,0.02589,-0.01018
380242483 0.95786,0.02792,-0.01341
380247052 0.95445,0.02142,-0.00767
380251618 0.95813,0.02681,-0.00725
380256436 0.95689,0.02878,-0.00776
380261003 0.95756,0.03467,-0.00830
380266299 0.95951,0.03198,-0.00829
380270866 0.96224,0.03270,-0.00782
380275683 0.96270,0.03272,-0.00832
380280251 0.96325,0.03046,-0.00584
380284816 0.96620,0.03148,-0.00784
380289630 0.96655,0.03388,-0.00540
380294195 0.96842,0.02773,-0.00437
380299012 0.97204,0.02921,-0.00490
380303578 0.97317,0.02938,-0.00147
380308395 0.97479,0.02356,0.00694
380312961 0.97530,0.02766,0.01010
380317531 0.97117,0.02737,0.01185
380322351 0.96952,0.02831,0.01382
380326923 0.96488,0.02916,0.01975
380331741 0.96636,0.02676,0.01730
380336795 0.96269,0.02133,0.01885
380341617 0.96267,0.02184,0.01810
380346191 0.96322,0.02501,0.01881
380351010 0.96187,0.02436,0.01489
380355583 0.96242,0.02246,0.01195
380360157 0.96098,0.02404,0.00702
380364979 0.96106,0.01698,0.00512
380369548 0.95729,0.01927,0.00118
380374369 0.95783,0.01767,-0.00422
380378942 0.95618,0.01867,-0.00520
380383766 0.95593,0.01916,-0.00520
380388337 0.95489,0.01645,-0.00468
380392908 0.95292,0.01961,-0.00322
380397730 0.94870,0.01071,-0.00016
380402782 0.94415,0.01488,-0.00017
380407604 0.93933,0.01493,-0.00260
380412178 0.94038,0.01719,-0.00509
380417002 0.94057,0.01819,-0.00608
380421573 0.94104,0.01289,-0.01022
380426147 0.94192,0.01907,-0.01274
380430974 0.94682,0.01737,-0.01300
380435549 0.94784,0.02073,-0.02091
380440373 0.94493,0.02404,-0.01576
380444947 0.94507,0.02596,-0.01381
380449773 0.94574,0.03190,-0.01632
380454345 0.94474,0.03383,-0.01486
380459164 0.94334,0.02851,-0.00718
380463735 0.94841,0.02825,-0.00622
380468790 0.95117,0.02287,-0.00668
380473615 0.95362,0.01946,-0.00765
380478193 0.95478,0.02973,-0.00677
380483017 0.95149,0.02608,-0.00770
380487591 0.95523,0.02492,-0.01066
380492416 0.95971,0.02760,-0.00973
380496991 0.95313,0.03605,-0.00435
380501566 0.95319,0.04002,-0.00636
380506389 0.95627,0.03775,-0.00340
380510963 0.95402,0.02590,0.00016
380515788 0.95562,0.03117,0.00576
380520362 0.95145,0.04223,0.01528
380525183 0.95047,0.03827,0.01729
380529755 0.94854,0.02415,0.02408
380534330 0.94938,0.02580,0.02701
380539635 0.94562,0.03277,0.03312
380544207 0.94517,0.03792,0.03308
380549030 0.94682,0.02089,0.03814
380553607 0.94645,0.03998,0.03945
380558432 0.94633,0.03725,0.04095
380563003 0.94752,0.03111,0.04174
380567824 0.94294,0.03600,0.04197
380572394 0.94208,0.03987,0.04440
380576963 0.94320,0.03521,0.04468
380581781 0.94406,0.04185,0.04363
380586352 0.94026,0.04487,0.03994
380591171 0.94214,0.04394,0.03747
380595742 0.94051,0.04974,0.04137
380600562 0.93678,0.05101,0.03892
380605604 0.93900,0.04763,0.03697
380610162 0.93943,0.05354,0.03543
380614973 0.94003,0.05042,0.03251
380619534 0.93704,0.05032,0.03695
380624347 0.93961,0.06014,0.03636
380628910 0.93931,0.05115,0.03300
380633723 0.94134,0.05762,0.02850
380638284 0.94416,0.05613,0.02948
380642849 0.94939,0.04694,0.02387
380647661 0.94694,0.05035,0.02484
380652224 0.95020,0.04428,0.02266
380657034 0.95292,0.03986,0.02292
380661596 0.95335,0.03517,0.02469
380666406 0.95247,0.03964,0.02194
380670967 0.95592,0.03422,0.02296
380676007 0.95193,0.04125,0.02636
380680819 0.95367,0.03828,0.02785
380685381 0.94999,0.03818,0.03255
380690192 0.95308,0.04083,0.03448
380694748 0.94677,0.04852,0.04134
380699554 0.94721,0.04875,0.04182
380704117 0.94841,0.04746,0.04503
380708680 0.94736,0.04512,0.05071
380713483 0.94458,0.05619,0.04916
380718043 0.94756,0.06145,0.05499
380722850 0.94892,0.04594,0.05808
380727412 0.94647,0.05473,0.05949
380732216 0.94712,0.06093,0.05648
380736774 0.94857,0.06455,0.05890
380741334 0.94528,0.06090,0.05747
380746625 0.94289,0.06858,0.05397
380751180 0.95333,0.06101,0.05299
380755989 0.95346,0.05276,0.04913
380760550 0.94933,0.06337,0.04586
380765360 0.94544,0.06861,0.04166
380769917 0.94790,0.05949,0.04369
380774726 0.95040,0.06006,0.04023
380779286 0.95145,0.05173,0.04029
380783846 0.95108,0.04989,0.03490
380788653 0.95177,0.06069,0.03431
380793214 0.94636,0.05821,0.03535
380798022 0.94805,0.04525,0.04505
380802582 0.94753,0.05219,0.04130
380807385 0.94788,0.05460,0.04324
380812423 0.94840,0.05847,0.04567
380816980 0.94849,0.05622,0.04790
380821787 0.94492,0.05882,0.05208
380826343 0.94559,0.06476,0.04956
380831152 0.93989,0.05296,0.05069
380835714 0.94205,0.06153,0.05109
380840528 0.94341,0.06211,0.04739
380845085 0.94440,0.06027,0.05306
380849646 0.94376,0.05349,0.06001
380854457 0.94120,0.05414,0.06420
380859018 0.94561,0.05313,0.06541
380863822 0.94846,0.05089,0.06689
380868379 0.95030,0.06141,0.06802
380873184 0.95120,0.06191,0.06751
380877738 0.95323,0.05210,0.06808
380883018 0.95558,0.04577,0.06616
380887574 0.95454,0.04850,0.06442
380892130 0.95480,0.05854,0.06482
380896935 0.95611,0.06545,0.06278
380901486 0.95999,0.05544,0.06137
380906292 0.96639,0.05113,0.05694
380910848 0.96999,0.04778,0.05301
380915654 0.96701,0.05301,0.04953
380920209 0.96652,0.05918,0.04751
380924765 0.96616,0.06762,0.04252
380929572 0.96794,0.05830,0.04284
380934130 0.96491,0.05929,0.04260
380938934 0.96782,0.06131,0.03961
380943494 0.96061,0.07926,0.03704
380948299 0.95650,0.07883,0.03411
380953335 0.95719,0.07884,0.03362
380957890 0.95699,0.06764,0.03027
380962699 0.95723,0.05689,0.02889
380967259 0.95844,0.05543,0.02841
380972065 0.95550,0.07049,0.02337
380976619 0.95326,0.07984,0.02133
380981429 0.95236,0.08447,0.02253
380985988 0.95487,0.06904,0.02216
380990547 0.95477,0.05556,0.02228
380995352 0.94995,0.08179,0.02183
380999910 0.95301,0.06951,0.02315
381004719 0.94966,0.06190,0.02373
381009278 0.94760,0.07234,0.02783
381014086 0.94280,0.07694,0.03028
381019130 0.94084,0.07409,0.03721
381023696 0.94409,0.06245,0.04295
381028508 0.94157,0.06752,0.04637
381033065 0.93931,0.07738,0.04383
381037873 0.93844,0.08146,0.04774
381042436 0.93993,0.07337,0.04780
381047245 0.93892,0.07554,0.04951
381051802 0.93820,0.08129,0.05537
381056362 0.94085,0.08371,0.05680
381061175 0.94029,0.08068,0.06077
381065735 0.94390,0.08210,0.06295
381070542 0.94386,0.07220,0.06747
381075104 0.95036,0.07569,0.07601
381079912 0.95415,0.07831,0.07990
381084473 0.95677,0.07603,0.08310
381089761 0.96122,0.07912,0.08747
381094323 0.96032,0.08946,0.08566
381098882 0.96574,0.08628,0.08541
381103691 0.96813,0.07887,0.08817
381108249 0.97121,0.08222,0.08074
381113056 0.97024,0.08899,0.07379
381117615 0.97605,0.08265,0.06151
381122423 0.97392,0.08425,0.05561
381126976 0.97766,0.08826,0.05161
381131533 0.97872,0.08558,0.03982
381136339 0.97570,0.08653,0.02999
381140898 0.97348,0.07988,0.02046
381145700 0.97329,0.06847,0.01540
381150257 0.97493,0.06814,0.00801
381155544 0.97153,0.07277,-0.00185
381160101 0.96761,0.06817,-0.01531
381164659 0.96288,0.06088,-0.01842
381169466 0.96296,0.05897,-0.02086
381174027 0.95477,0.05694,-0.01808
381178835 0.95022,0.06105,-0.01563
381183395 0.94846,0.05392,-0.01457
381188207 0.94462,0.05756,-0.01310
381192769 0.94409,0.04840,-0.00884
381197332 0.93835,0.05342,-0.00343
381202144 0.93220,0.05759,-0.00343
381206705 0.92791,0.05536,0.00843
381211520 0.92540,0.05471,0.01534
381216077 0.92392,0.05133,0.02423
381220886 0.92275,0.05180,0.02522
381225931 0.91987,0.05442,0.02866
381230743 0.91822,0.05537,0.02965
381235304 0.91612,0.06656,0.03350
381239872 0.91790,0.06256,0.03697
381244686 0.92197,0.04805,0.03978
381249251 0.92724,0.03773,0.04107
381254061 0.92064,0.06807,0.04280
381258622 0.92676,0.05922,0.04432
381263435 0.93198,0.05022,0.04142
381267999 0.93194,0.06165,0.04550
381272558 0.93052,0.07316,0.04565
381277373 0.93233,0.08444,0.04578
381281936 0.93603,0.06799,0.04689
381286750 0.94005,0.07067,0.04782
381291793 0.93910,0.08192,0.04896
381296605 0.93998,0.08294,0.04722
381301172 0.94483,0.08244,0.04793
381305732 0.94285,0.09104,0.04664
381310538 0.94245,0.09503,0.04365
381315103 0.94437,0.09846,0.04361
381319914 0.94221,0.10082,0.03647
381324476 0.94526,0.10470,0.03887
381329283 0.94934,0.10100,0.02855
381333843 0.94939,0.10012,0.02437
381338404 0.95369,0.10167,0.02064
381343214 0.95562,0.09976,0.01868
381347776 0.96055,0.09729,0.01941
381352590 0.96005,0.09832,0.01719
381357153 0.96147,0.09744,0.01276
381362443 0.96048,0.10460,0.01048
381367001 0.96297,0.10528,0.01317
381371564 0.96644,0.10473,0.01561
381376375 0.96678,0.11287,0.01357
381380939 0.96159,0.11075,0.00944
381385748 0.96051,0.10894,0.01364
381390309 0.95976,0.09991,0.01176
381395121 0.95787,0.09574,0.01181
381399683 0.95749,0.09413,0.00740
381404241 0.95554,0.09143,0.00744
381409052 0.95144,0.09049,0.00550
381413615 0.94909,0.08623,0.00974
381418428 0.94229,0.08940,0.01000
381422984 0.93880,0.09036,0.01100
381427799 0.93459,0.09202,0.01347
381432844 0.93163,0.09119,0.01743
381437659 0.92875,0.09387,0.01792
381442217 0.92694,0.09304,0.02212
381446777 0.92517,0.09663,0.02603
381451586 0.92652,0.09195,0.02730
381456147 0.92707,0.09499,0.03366
381460953 0.92504,0.09950,0.02921
381465518 0.92734,0.09947,0.03067
381470327 0.92513,0.10291,0.03016
381474889 0.92646,0.10395,0.02768
381479448 0.92701,0.10197,0.02868
381484264 0.92659,0.10644,0.02569
381488827 0.92870,0.10556,0.02150
381493637 0.93282,0.10614,0.01729
381498672 0.93649,0.10146,0.00771
381503482 0.93991,0.10196,0.00744
381508040 0.94489,0.09869,0.00006
381512603 0.94424,0.09802,-0.00289
381517405 0.94476,0.10198,-0.00440
381521956 0.94635,0.09717,-0.00880
381526757 0.95175,0.09482,-0.01324
381531310 0.95180,0.09365,-0.01544
381536113 0.95157,0.08827,-0.01638
381540669 0.95350,0.09145,-0.01568
381545226 0.95584,0.08529,-0.01416
381550031 0.95621,0.08708,-0.00631
381554587 0.95717,0.08611,-0.00680
381559389 0.95897,0.08675,-0.00239
381563941 0.95517,0.08963,0.00007
381569225 0.95659,0.07768,0.00829
381573784 0.95483,0.08610,0.01536
381578593 0.95126,0.08904,0.01536
381583152 0.95174,0.08847,0.01930
381587708 0.94778,0.08961,0.02300
381592516 0.94956,0.08533,0.02819
381597072 0.94999,0.09149,0.02666
381601888 0.94606,0.09189,0.03062
381606449 0.95009,0.09433,0.03106
381611264 0.95322,0.10143,0.03147
381615829 0.95731,0.09727,0.03148
381620393 0.96073,0.09813,0.02604
381625203 0.95673,0.09488,0.02856
381629767 0.95826,0.09687,0.02754
381635061 0.95862,0.09907,0.02777
381639624 0.95928,0.09437,0.02953
381644432 0.95933,0.09862,0.02604
381648993 0.95885,0.09913,0.02506
381653556 0.96077,0.09716,0.02531
381658368 0.96317,0.09494,0.02605
381662927 0.96227,0.09439,0.02902
381667738 0.95899,0.09551,0.03346
381672301 0.95710,0.09673,0.03346
381677112 0.95971,0.09478,0.03346
381681670 0.95703,0.09298,0.03694
381686232 0.95015,0.09273,0.03698
381691045 0.94984,0.08936,0.03406
381695611 0.94288,0.08548,0.03217
381700425 0.94371,0.08235,0.02973
381705472 0.93947,0.07932,0.03373
381710288 0.93812,0.07863,0.03128
381714856 0.93616,0.07620,0.03033
381719420 0.93463,0.06907,0.03139
381724232 0.93532,0.06920,0.02572
381728796 0.93566,0.07212,0.02643
381733610 0.93639,0.07116,0.02570
381738170 0.93958,0.07195,0.02346
381742985 0.94147,0.07583,0.02538
381747550 0.94138,0.07264,0.02516
381752116 0.94136,0.07850,0.02634
381756928 0.94542,0.08034,0.02088
381761495 0.94156,0.08443,0.02407
381766310 0.94248,0.08442,0.02456
381771359 0.94528,0.08341,0.02627
381776167 0.94744,0.08154,0.02209
381780732 0.94238,0.08696,0.02084
381785544 0.94657,0.08031,0.02211
381790110 0.94350,0.08221,0.02506
381794670 0.94902,0.08192,0.02700
381799481 0.94710,0.08900,0.02818
381804047 0.94462,0.08792,0.03263
381808864 0.94265,0.08546,0.03316
381813428 0.94073,0.09282,0.03261
381818246 0.93458,0.09119,0.03980
381822811 0.92717,0.09775,0.04225
381827379 0.92376,0.10212,0.04395
381832193 0.92069,0.09869,0.04376
381836760 0.91621,0.10650,0.04495
381842057 0.91377,0.09916,0.04429
381846624 0.91411,0.09174,0.03623
381851435 0.91377,0.08361,0.03828
381856002 0.91551,0.07545,0.03047
381860568 0.92152,0.06931,0.03147
381865384 0.92582,0.06028,0.02955
381869948 0.93028,0.05300,0.02639
381874767 0.93960,0.04474,0.02346
381879339 0.94895,0.03591,0.02421
381884159 0.95213,0.03667,0.02296
381888725 0.96050,0.03992,0.02041
381893296 0.96520,0.04282,0.02233
381898116 0.96299,0.04085,0.02285
381902685 0.96850,0.04620,0.02498
381907500 0.96946,0.06112,0.02632
381912558 0.97335,0.06131,0.02875
381917374 0.96553,0.06664,0.03121
381921942 0.96106,0.06911,0.03024
381926754 0.95694,0.06860,0.03125
381931320 0.95136,0.07005,0.03177
381935887 0.95225,0.06568,0.03032
381940704 0.95075,0.05781,0.03139
381945267 0.94457,0.05711,0.02946
381950083 0.94849,0.05677,0.03387
381954650 0.94747,0.04849,0.03149
381959467 0.94503,0.04639,0.03792
381964030 0.94507,0.04537,0.03941
381968597 0.94536,0.04379,0.04459
381973412 0.94157,0.04075,0.04907
381978459 0.94153,0.03609,0.06018
381983274 0.94351,0.03799,0.06286
381987849 0.94464,0.03301,0.06659
381992665 0.94456,0.03454,0.07494
381997233 0.94404,0.03557,0.08354
382001801 0.94998,0.03083,0.08773
382006624 0.94804,0.03316,0.09313
382011197 0.94553,0.03255,0.09857
382016021 0.94798,0.03416,0.10321
382020592 0.95560,0.03316,0.10440
382025415 0.95605,0.03884,0.10263
382029989 0.95677,0.03806,0.10435
382034560 0.96012,0.03489,0.10362
382039374 0.95669,0.04013,0.09941
382043945 0.95723,0.04900,0.09736
382049243 0.95679,0.04317,0.09496
382053814 0.95191,0.04478,0.08858
382058629 0.94903,0.04801,0.07528
382063198 0.94853,0.04900,0.07478
382068018 0.94701,0.04180,0.06797
382072589 0.94505,0.04482,0.06426
382077156 0.94380,0.04739,0.05908
382081981 0.94284,0.04308,0.05420
382086556 0.94679,0.04759,0.05020
382091378 0.94518,0.04794,0.04529
382095946 0.94559,0.04386,0.04139
382100765 0.94638,0.04674,0.04431
382105336 0.94484,0.05085,0.03542
382109905 0.94041,0.05240,0.03199
382114719 0.94036,0.05364,0.03100
382119772 0.94368,0.05660,0.03046
382124590 0.94323,0.05640,0.02850
382129159 0.94073,0.05567,0.02803
382133974 0.94021,0.05717,0.02654
382138544 0.93760,0.05916,0.02531
382143116 0.93875,0.06429,0.02624
382147934 0.93779,0.06529,0.02501
382152502 0.94155,0.06328,0.02771
382157320 0.94625,0.06116,0.02376
382161891 0.94435,0.06225,0.02991
382166712 0.94567,0.06373,0.02940
382171280 0.94952,0.05953,0.03089
382175851 0.95030,0.05750,0.03435
382180671 0.95170,0.05157,0.03636
382185725 0.95283,0.05176,0.03881
382190546 0.95209,0.05841,0.03728
382195122 0.95079,0.06170,0.04390
382199946 0.94898,0.05558,0.04323
382204521 0.94838,0.06948,0.04655
382209342 0.94640,0.07270,0.04506
382213915 0.94427,0.07411,0.04777
382218488 0.94271,0.06773,0.04783
382223309 0.94505,0.06678,0.04684
382227879 0.94192,0.06483,0.04590
382232703 0.94437,0.06116,0.04591
382237275 0.94179,0.06775,0.04710
382242096 0.94716,0.06582,0.04585
382246667 0.94585,0.06441,0.04292
382251242 0.94605,0.06490,0.04292
382256545 0.94301,0.06096,0.04396
382261118 0.94770,0.05879,0.04247
382265936 0.94614,0.06299,0.04072
382270509 0.94417,0.06590,0.04218
382275331 0.94535,0.05994,0.04543
382279905 0.94510,0.06053,0.04099
382284474 0.94520,0.06346,0.04170
382289295 0.94737,0.06105,0.03974
382293868 0.94929,0.06440,0.04364
382298689 0.95102,0.05635,0.04198
382303260 0.94878,0.06023,0.04368
382308081 0.94609,0.05880,0.04199
382312651 0.94380,0.06406,0.03679
382317224 0.94691,0.06644,0.03970
382322042 0.94481,0.07257,0.03966
382327092 0.94553,0.06645,0.03922
382331913 0.94305,0.07062,0.03919
382336483 0.94543,0.06895,0.03723
382341301 0.94405,0.06357,0.03679
382345874 0.94564,0.06413,0.03333
382350700 0.94681,0.06364,0.03333
382355275 0.94200,0.05795,0.03587
382359843 0.94683,0.05801,0.03338
382364663 0.94575,0.05119,0.03148
382369233 0.94458,0.05671,0.03636
382374052 0.94500,0.05771,0.03585
382378620 0.94442,0.04984,0.03691
382383439 0.94523,0.05216,0.04279
382388009 0.94603,0.05496,0.03833
382393062 0.94999,0.04859,0.03836
382397881 0.94876,0.05577,0.03486
382402454 0.94966,0.05082,0.03687
382407276 0.94826,0.05127,0.03884
382411849 0.95527,0.05404,0.03582
382416665 0.95225,0.05474,0.03731
382421238 0.95192,0.05148,0.04029
382425813 0.95721,0.05158,0.03632
382430637 0.95524,0.04931,0.03882
382435210 0.95611,0.05573,0.03678
382440035 0.96245,0.04740,0.03682
382444609 0.95871,0.04887,0.03683
382449432 0.95978,0.04543,0.03735
382454003 0.96006,0.04925,0.04174
382458576 0.96176,0.04736,0.03879
382463882 0.96377,0.04856,0.03975
382468460 0.96302,0.04994,0.04417
382473281 0.96364,0.04635,0.04002
382477854 0.96132,0.04673,0.04495
382482676 0.96767,0.04870,0.04465
382487251 0.96240,0.04823,0.04370
382492073 0.96512,0.04385,0.04249
382496649 0.96841,0.04762,0.03826
382501224 0.96617,0.04635,0.04025
382506048 0.96878,0.04445,0.03730
382510616 0.96849,0.04590,0.03827
382515439 0.96732,0.04643,0.03680
382520012 0.96552,0.04535,0.04100
382524835 0.96491,0.04889,0.03630
382529885 0.96181,0.05160,0.03531
382534461 0.96097,0.04451,0.03439
382539284 0.96101,0.04892,0.03485
382543859 0.96014,0.04767,0.03585
382548679 0.95646,0.04756,0.04055
382553254 0.95501,0.04924,0.04226
382558078 0.95516,0.05100,0.04028
382562652 0.94985,0.05140,0.04424
382567222 0.95288,0.05043,0.04374
382572046 0.95805,0.05311,0.04442
382576622 0.95368,0.05845,0.04662
382581446 0.95410,0.05410,0.04419
382586018 0.95546,0.05992,0.04684
382590842 0.95318,0.05948,0.04464
382595417 0.95107,0.06045,0.04489
382600720 0.95347,0.05793,0.04810
382605291 0.95032,0.06191,0.04538
382609866 0.94979,0.06335,0.04660
382614689 0.95038,0.06589,0.04288
382619262 0.94977,0.06391,0.04339
382624080 0.95118,0.05802,0.04393
382628656 0.95046,0.05888,0.03827
382633478 0.95438,0.05332,0.03485
382638051 0.95482,0.05381,0.03484
382642621 0.94435,0.05169,0.03099
382647447 0.94759,0.05631,0.03240
382652025 0.94325,0.06096,0.03288
382656850 0.94306,0.06024,0.03191
382661420 0.94671,0.06081,0.02843
382666243 0.94221,0.05858,0.02947
382671300 0.94408,0.05790,0.02725
382675876 0.94340,0.05760,0.02947
382680696 0.94196,0.06453,0.02622
382685274 0.94210,0.07183,0.02886
382690099 0.93804,0.08076,0.02363
382694680 0.93384,0.08254,0.02094
382699501 0.93548,0.07093,0.02497
382704077 0.93701,0.05665,0.02804
382708904 0.94389,0.05179,0.02607
382713480 0.94471,0.05400,0.02629
382718052 0.94600,0.05622,0.02528
382722877 0.93671,0.06885,0.03039
382727450 0.94210,0.06640,0.03038
382732275 0.94649,0.06045,0.03385
382737329 0.94773,0.05305,0.03588
382742153 0.94806,0.05595,0.03782
382746729 0.94606,0.06501,0.03824
382751303 0.93948,0.07894,0.03963
382756120 0.93917,0.08060,0.04208
