# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
03/24/20 16:49:27.544960 -0.00073,0.98193,0.02026
03/24/20 16:49:27.554256 -0.00537,0.96997,0.01172
03/24/20 16:49:27.563572 -0.00171,0.97729,0.01563
03/24/20 16:49:27.572882 0.00073,0.98657,0.01904
03/24/20 16:49:27.581943 -0.00024,0.97290,0.01831
03/24/20 16:49:27.591271 -0.00464,0.97266,0.01855
03/24/20 16:49:27.600580 -0.00146,0.97314,0.01807
03/24/20 16:49:27.605906 0.00146,0.98145,0.02173
03/24/20 16:49:27.614971 -0.00586,0.97314,0.01709
03/24/20 16:49:27.624292 -0.00146,0.98193,0.01611
03/24/20 16:49:27.633617 -0.00220,0.97485,0.01880
03/24/20 16:49:27.642946 -0.00635,0.96973,0.01904
03/24/20 16:49:27.652281 -0.00586,0.97217,0.01953
03/24/20 16:49:27.661648 -0.00635,0.97607,0.01685
03/24/20 16:49:27.670967 -0.00244,0.97534,0.01465
03/24/20 16:49:27.680025 -0.00781,0.97754,0.01367
03/24/20 16:49:27.689343 -0.00391,0.98584,0.01636
03/24/20 16:49:27.694693 -0.00488,0.97632,0.01123
03/24/20 16:49:27.703993 -0.00391,0.97607,0.01611
03/24/20 16:49:27.713286 -0.00586,0.97632,0.01733
03/24/20 16:49:27.722336 -0.00415,0.97485,0.01538
03/24/20 16:49:27.731640 -0.00415,0.97827,0.01440
03/24/20 16:49:27.740957 -0.00195,0.97681,0.01221
03/24/20 16:49:27.750275 -0.00366,0.97290,0.01685
03/24/20 16:49:27.759581 -0.00635,0.97217,0.01709
03/24/20 16:49:27.768890 -0.00391,0.97095,0.01685
03/24/20 16:49:27.777952 -0.00293,0.97119,0.01660
03/24/20 16:49:27.783300 -0.00488,0.97607,0.02075
03/24/20 16:49:27.792618 -0.00317,0.96826,0.01685
03/24/20 16:49:27.801937 -0.00586,0.97461,0.01929
03/24/20 16:49:27.811253 -0.00781,0.97681,0.01318
03/24/20 16:49:27.820295 -0.00732,0.97485,0.01880
03/24/20 16:49:27.829569 -0.00366,0.97656,0.01563
03/24/20 16:49:27.838871 -0.00317,0.97852,0.01782
03/24/20 16:49:27.848183 -0.00415,0.97437,0.02002
03/24/20 16:49:27.857475 -0.00391,0.97266,0.01465
03/24/20 16:49:27.866764 -0.00195,0.97803,0.01123
03/24/20 16:49:27.876558 -0.00269,0.97363,0.01636
03/24/20 16:49:27.885599 -0.00391,0.97510,0.01733
03/24/20 16:49:27.894911 -0.00586,0.97681,0.01831
03/24/20 16:49:27.904211 -0.00415,0.97900,0.01587
03/24/20 16:49:27.913525 -0.00195,0.97510,0.01855
03/24/20 16:49:27.922827 -0.00537,0.97510,0.01392
03/24/20 16:49:27.932097 -0.00391,0.97559,0.01733
03/24/20 16:49:27.941122 -0.00171,0.97437,0.01929
03/24/20 16:49:27.950426 -0.00293,0.97705,0.01587
03/24/20 16:49:27.959711 -0.00415,0.97388,0.01172
03/24/20 16:49:27.965054 -0.00098,0.97437,0.01611
03/24/20 16:49:27.974371 -0.00342,0.97974,0.01733
03/24/20 16:49:27.983410 -0.00586,0.97754,0.01636
03/24/20 16:49:27.992703 -0.00342,0.96802,0.01440
03/24/20 16:49:28.002008 -0.00513,0.97168,0.01563
03/24/20 16:49:28.011307 -0.00244,0.98340,0.01538
03/24/20 16:49:28.020594 -0.00586,0.96948,0.01465
03/24/20 16:49:28.029881 -0.00439,0.96436,0.01636
03/24/20 16:49:28.038940 -0.00537,0.97607,0.01685
03/24/20 16:49:28.048231 -0.00269,0.98535,0.01660
03/24/20 16:49:28.053579 -0.00293,0.98242,0.01514
03/24/20 16:49:28.062855 -0.00317,0.97485,0.01343
03/24/20 16:49:28.072149 -0.00732,0.97437,0.01611
03/24/20 16:49:28.081203 -0.00391,0.97583,0.02002
03/24/20 16:49:28.090481 -0.00366,0.97388,0.01855
03/24/20 16:49:28.099792 -0.00610,0.97583,0.01782
03/24/20 16:49:28.109091 -0.00586,0.97803,0.01685
03/24/20 16:49:28.118385 -0.00244,0.97754,0.01782
03/24/20 16:49:28.127703 -0.00488,0.97583,0.01514
03/24/20 16:49:28.136770 -0.00415,0.97510,0.01733
03/24/20 16:49:28.142099 -0.00293,0.97363,0.01782
03/24/20 16:49:28.151381 -0.00537,0.97192,0.01636
03/24/20 16:49:28.160685 -0.00635,0.97900,0.01978
03/24/20 16:49:28.170000 -0.00439,0.97705,0.01733
03/24/20 16:49:28.179020 -0.00366,0.97534,0.01416
03/24/20 16:49:28.188335 -0.00586,0.97705,0.01636
03/24/20 16:49:28.197639 -0.00122,0.98047,0.01636
03/24/20 16:49:28.206961 -0.00342,0.97095,0.01416
03/24/20 16:49:28.216276 -0.00317,0.97510,0.01782
03/24/20 16:49:28.225597 -0.00293,0.97559,0.01611
03/24/20 16:49:28.235386 -0.00415,0.97388,0.01440
03/24/20 16:49:28.244457 -0.00537,0.97583,0.01831
03/24/20 16:49:28.253757 -0.00635,0.97485,0.01807
03/24/20 16:49:28.263075 -0.00391,0.97559,0.01758
03/24/20 16:49:28.272379 -0.00317,0.97803,0.01782
03/24/20 16:49:28.281681 -0.00391,0.97754,0.01855
03/24/20 16:49:28.290993 -0.00586,0.97998,0.01440
03/24/20 16:49:28.300297 -0.00269,0.97607,0.01685
03/24/20 16:49:28.309353 -0.00146,0.97974,0.01733
03/24/20 16:49:28.318659 -0.00684,0.97852,0.01660
03/24/20 16:49:28.324003 -0.00342,0.97485,0.01758
03/24/20 16:49:28.333282 -0.00586,0.97437,0.01904
03/24/20 16:49:28.342337 -0.00488,0.97607,0.01636
03/24/20 16:49:28.351652 -0.00586,0.97632,0.01904
03/24/20 16:49:28.360952 -0.00220,0.97437,0.01758
03/24/20 16:49:28.370241 -0.00537,0.97607,0.01685
03/24/20 16:49:28.379543 -0.00293,0.97852,0.01782
03/24/20 16:49:28.388834 -0.00317,0.97949,0.01587
03/24/20 16:49:28.398132 -0.00391,0.97510,0.01636
03/24/20 16:49:28.407202 -0.00635,0.97510,0.01733
03/24/20 16:49:28.412554 -0.00122,0.97510,0.01367
03/24/20 16:49:28.421862 -0.00684,0.97510,0.01904
03/24/20 16:49:28.431171 -0.00879,0.96094,0.01611
03/24/20 16:49:28.440228 -0.00415,0.97729,0.01343
03/24/20 16:49:28.449551 -0.00293,0.98657,0.01733
03/24/20 16:49:28.458855 -0.00488,0.97388,0.01172
03/24/20 16:49:28.468163 -0.00977,0.96680,0.01978
03/24/20 16:49:28.477480 -0.00586,0.97485,0.01685
03/24/20 16:49:28.486795 -0.00488,0.97778,0.01416
03/24/20 16:49:28.496100 -0.00488,0.97852,0.01074
03/24/20 16:49:28.505627 -0.00146,0.98291,0.01318
03/24/20 16:49:28.514925 -0.00317,0.97559,0.01416
03/24/20 16:49:28.524216 -0.00439,0.97168,0.02026
03/24/20 16:49:28.533529 -0.00464,0.97656,0.01636
03/24/20 16:49:28.542822 -0.00220,0.97900,0.01587
03/24/20 16:49:28.552136 -0.00391,0.97437,0.01758
03/24/20 16:49:28.561438 -0.00415,0.97900,0.01733
03/24/20 16:49:28.570505 -0.00537,0.97534,0.01660
03/24/20 16:49:28.579817 -0.00269,0.97510,0.01440
03/24/20 16:49:28.589113 -0.00293,0.97803,0.01636
03/24/20 16:49:28.594446 -0.00830,0.97534,0.01563
03/24/20 16:49:28.603512 -0.00439,0.96924,0.01880
03/24/20 16:49:28.612782 -0.00684,0.97754,0.01489
03/24/20 16:49:28.622087 -0.00171,0.97656,0.01611
03/24/20 16:49:28.631401 -0.00317,0.97290,0.01660
03/24/20 16:49:28.640718 -0.00024,0.97705,0.01880
03/24/20 16:49:28.650011 -0.00269,0.97632,0.01538
03/24/20 16:49:28.659327 -0.00562,0.97461,0.01587
03/24/20 16:49:28.668392 -0.00244,0.97217,0.01636
03/24/20 16:49:28.677692 -0.00293,0.97925,0.01929
03/24/20 16:49:28.687004 -0.00684,0.97656,0.01855
03/24/20 16:49:28.692341 -0.00293,0.97363,0.01514
03/24/20 16:49:28.701397 -0.00391,0.97461,0.01855
03/24/20 16:49:28.710711 -0.00391,0.97656,0.01807
03/24/20 16:49:28.719980 -0.00391,0.97754,0.01978
03/24/20 16:49:28.729282 -0.00391,0.98315,0.01587
03/24/20 16:49:28.738556 -0.00439,0.97900,0.01807
03/24/20 16:49:28.747854 -0.00317,0.97241,0.01855
03/24/20 16:49:28.757168 -0.00391,0.97729,0.01563
03/24/20 16:49:28.766193 -0.00366,0.97705,0.01587
03/24/20 16:49:28.775511 -0.00488,0.97705,0.01660
03/24/20 16:49:28.780846 -0.00171,0.97925,0.01709
03/24/20 16:49:28.790154 -0.00562,0.97632,0.01733
03/24/20 16:49:28.799208 -0.00293,0.97437,0.01587
03/24/20 16:49:28.808510 -0.00439,0.97632,0.02051
03/24/20 16:49:28.817812 -0.00513,0.97705,0.02075
03/24/20 16:49:28.827084 -0.00537,0.97510,0.01367
03/24/20 16:49:28.836386 -0.00586,0.97559,0.01563
03/24/20 16:49:28.845701 -0.00269,0.97754,0.01660
03/24/20 16:49:28.855017 -0.00781,0.97754,0.01465
03/24/20 16:49:28.864081 -0.00439,0.97827,0.01514
03/24/20 16:49:28.869429 -0.00244,0.97510,0.01416
03/24/20 16:49:28.878731 -0.00342,0.97168,0.01514
03/24/20 16:49:28.888018 -0.00464,0.97510,0.01270
03/24/20 16:49:28.897078 -0.00195,0.97656,0.01782
03/24/20 16:49:28.906389 -0.00464,0.98193,0.01685
03/24/20 16:49:28.915691 -0.00537,0.97900,0.01733
03/24/20 16:49:28.924982 -0.00488,0.97583,0.01831
03/24/20 16:49:28.934294 -0.00439,0.97388,0.01855
03/24/20 16:49:28.943586 -0.00366,0.97461,0.01855
03/24/20 16:49:28.952891 -0.00439,0.97949,0.01123
03/24/20 16:49:28.962423 -0.00488,0.97607,0.01367
03/24/20 16:49:28.971731 -0.00342,0.98291,0.01563
03/24/20 16:49:28.981035 -0.00488,0.97681,0.02002
03/24/20 16:49:28.990351 -0.00391,0.97607,0.01880
03/24/20 16:49:28.999653 -0.00146,0.97656,0.01733
03/24/20 16:49:29.008965 -0.00244,0.98096,0.01489
03/24/20 16:49:29.018278 -0.00342,0.97290,0.01270
03/24/20 16:49:29.027348 -0.00464,0.97559,0.01587
03/24/20 16:49:29.036652 -0.00635,0.97388,0.01416
03/24/20 16:49:29.045961 -0.00220,0.97754,0.01733
03/24/20 16:49:29.051311 -0.00928,0.98096,0.01636
03/24/20 16:49:29.060379 -0.00439,0.97705,0.01367
03/24/20 16:49:29.069698 -0.00488,0.97729,0.01538
03/24/20 16:49:29.078983 -0.00537,0.97681,0.01758
03/24/20 16:49:29.088287 -0.00244,0.97388,0.01758
03/24/20 16:49:29.097605 -0.00098,0.97754,0.01807
03/24/20 16:49:29.106907 -0.00195,0.97705,0.01270
03/24/20 16:49:29.116205 -0.00488,0.97485,0.01270
03/24/20 16:49:29.125250 -0.00439,0.97168,0.01367
03/24/20 16:49:29.134539 -0.00513,0.97803,0.01733
03/24/20 16:49:29.139889 -0.00537,0.97339,0.01270
03/24/20 16:49:29.149202 -0.00391,0.97339,0.01514
03/24/20 16:49:29.158241 -0.00439,0.97412,0.01563
03/24/20 16:49:29.167547 -0.00391,0.97949,0.01538
03/24/20 16:49:29.176838 -0.00537,0.97681,0.02026
03/24/20 16:49:29.186121 -0.00439,0.97461,0.01831
03/24/20 16:49:29.195440 -0.00488,0.97314,0.01514
03/24/20 16:49:29.204744 -0.00391,0.97754,0.01587
03/24/20 16:49:29.214046 -0.00269,0.97339,0.01758
03/24/20 16:49:29.223110 -0.00562,0.97412,0.01855
03/24/20 16:49:29.228470 -0.00293,0.98047,0.01440
03/24/20 16:49:29.237787 -0.00439,0.97534,0.01489
03/24/20 16:49:29.247091 -0.00537,0.98633,0.01611
03/24/20 16:49:29.256125 -0.00391,0.97095,0.02051
03/24/20 16:49:29.265442 -0.00586,0.98120,0.01416
03/24/20 16:49:29.274767 0.00562,1.02466,0.00806
03/24/20 16:49:29.284050 0.00024,0.97998,0.01636
03/24/20 16:49:29.293360 -0.00293,0.95898,0.01514
03/24/20 16:49:29.302673 -0.00024,0.96631,0.01782
03/24/20 16:49:29.311968 -0.00635,0.97241,0.01904
03/24/20 16:49:29.321512 -0.00439,0.97705,0.01855
03/24/20 16:49:29.330818 -0.00098,0.96899,0.01978
03/24/20 16:49:29.340136 -0.00269,0.97388,0.01807
03/24/20 16:49:29.349443 -0.00488,0.97339,0.02222
03/24/20 16:49:29.358759 -0.00732,0.97852,0.02026
03/24/20 16:49:29.368059 -0.00684,0.98145,0.01636
03/24/20 16:49:29.377363 -0.00732,0.97900,0.01782
03/24/20 16:49:29.386425 -0.00415,0.97534,0.01367
03/24/20 16:49:29.395742 -0.00488,0.97949,0.01123
03/24/20 16:49:29.405006 -0.00146,0.98071,0.01270
03/24/20 16:49:29.410339 -0.00244,0.97998,0.01172
03/24/20 16:49:29.419401 -0.00391,0.97705,0.01172
03/24/20 16:49:29.428701 -0.00977,0.97754,0.01758
03/24/20 16:49:29.438015 -0.00391,0.97510,0.02026
03/24/20 16:49:29.447329 -0.00488,0.97437,0.02271
03/24/20 16:49:29.456636 -0.00513,0.97559,0.01904
03/24/20 16:49:29.465940 -0.00317,0.97949,0.02051
03/24/20 16:49:29.475256 -0.00488,0.97681,0.02197
03/24/20 16:49:29.484322 -0.00635,0.98096,0.01489
03/24/20 16:49:29.493628 -0.00195,0.97754,0.01367
03/24/20 16:49:29.498962 -0.00195,0.97607,0.01465
03/24/20 16:49:29.508276 -0.00122,0.97559,0.01367
03/24/20 16:49:29.517576 -0.00269,0.97461,0.01367
03/24/20 16:49:29.526623 -0.00513,0.97900,0.01880
03/24/20 16:49:29.535912 -0.00049,0.97363,0.01538
03/24/20 16:49:29.545214 -0.00537,0.97485,0.01514
03/24/20 16:49:29.554503 -0.00220,0.97705,0.01392
03/24/20 16:49:29.563799 -0.00293,0.97632,0.02002
03/24/20 16:49:29.573113 -0.00537,0.97437,0.01880
03/24/20 16:49:29.582176 -0.00488,0.97729,0.01904
03/24/20 16:49:29.587524 -0.00391,0.97510,0.01709
03/24/20 16:49:29.596832 -0.00439,0.97266,0.01660
03/24/20 16:49:29.606133 -0.00269,0.97778,0.01782
03/24/20 16:49:29.615444 -0.00098,0.97314,0.01709
03/24/20 16:49:29.624516 -0.00220,0.97754,0.01221
03/24/20 16:49:29.633812 -0.00415,0.97559,0.01929
03/24/20 16:49:29.643131 -0.00488,0.97852,0.01636
03/24/20 16:49:29.652449 -0.00488,0.97607,0.01416
03/24/20 16:49:29.661798 -0.00317,0.97388,0.02026
03/24/20 16:49:29.671083 -0.00391,0.97559,0.01514
03/24/20 16:49:29.680881 -0.00269,0.97705,0.01221
03/24/20 16:49:29.689947 -0.00269,0.97852,0.01685
03/24/20 16:49:29.699263 -0.00586,0.97144,0.01489
03/24/20 16:49:29.708557 -0.00464,0.97607,0.01221
03/24/20 16:49:29.717869 -0.00146,0.97412,0.01318
03/24/20 16:49:29.727156 -0.00586,0.97461,0.01514
03/24/20 16:49:29.736446 -0.00488,0.97437,0.01782
03/24/20 16:49:29.745729 -0.00586,0.97559,0.01904
03/24/20 16:49:29.754757 -0.00269,0.97632,0.01416
03/24/20 16:49:29.764072 -0.00342,0.97217,0.01685
03/24/20 16:49:29.769421 -0.00439,0.97754,0.01611
03/24/20 16:49:29.778730 -0.00488,0.98047,0.02026
03/24/20 16:49:29.787785 -0.00415,0.97705,0.01929
03/24/20 16:49:29.797087 -0.00391,0.97729,0.01489
03/24/20 16:49:29.806360 -0.00513,0.97852,0.01318
03/24/20 16:49:29.815643 -0.00317,0.98486,0.01733
03/24/20 16:49:29.824959 -0.00342,0.97998,0.01904
03/24/20 16:49:29.834244 -0.00439,0.97534,0.01514
03/24/20 16:49:29.843309 -0.00488,0.97803,0.02075
03/24/20 16:49:29.852591 -0.00439,0.97632,0.01758
03/24/20 16:49:29.857924 -0.00537,0.98096,0.02002
03/24/20 16:49:29.867201 -0.00342,0.97583,0.01807
03/24/20 16:49:29.876463 -0.00708,0.97754,0.01514
03/24/20 16:49:29.885523 -0.00488,0.97607,0.01343
03/24/20 16:49:29.894814 -0.00684,0.97754,0.01660
03/24/20 16:49:29.904102 -0.00171,0.98096,0.01514
03/24/20 16:49:29.913397 -0.00024,0.97388,0.01123
03/24/20 16:49:29.922693 -0.00366,0.97290,0.01489
03/24/20 16:49:29.932009 -0.00269,0.97803,0.01904
03/24/20 16:49:29.941061 -0.00537,0.97607,0.01978
03/24/20 16:49:29.946409 -0.00488,0.97583,0.01904
03/24/20 16:49:29.955706 -0.00586,0.97339,0.01807
03/24/20 16:49:29.965008 -0.00488,0.97339,0.01367
03/24/20 16:49:29.974323 -0.00513,0.97412,0.01807
03/24/20 16:49:29.983377 -0.00439,0.97559,0.01758
03/24/20 16:49:29.992689 -0.00415,0.97949,0.01611
03/24/20 16:49:30.001993 -0.00781,0.97681,0.01416
03/24/20 16:49:30.011311 -0.00635,0.97461,0.01538
03/24/20 16:49:30.020630 -0.00635,0.97705,0.01758
03/24/20 16:49:30.029915 -0.00635,0.97388,0.01270
03/24/20 16:49:30.039715 -0.00342,0.97485,0.01465
03/24/20 16:49:30.048780 -0.00366,0.97852,0.01978
03/24/20 16:49:30.058083 0.00098,0.97632,0.01904
03/24/20 16:49:30.067390 -0.00220,0.97412,0.01733
03/24/20 16:49:30.076691 -0.00488,0.97949,0.01855
03/24/20 16:49:30.086004 -0.00464,0.97925,0.01953
03/24/20 16:49:30.095314 -0.00391,0.97119,0.01563
03/24/20 16:49:30.104588 -0.00317,0.97437,0.01929
03/24/20 16:49:30.113626 -0.00293,0.97949,0.01563
03/24/20 16:49:30.122929 -0.00269,0.98047,0.01416
03/24/20 16:49:30.128279 -0.00439,0.97583,0.01782
03/24/20 16:49:30.137596 -0.00439,0.97461,0.01465
03/24/20 16:49:30.146666 -0.00317,0.97437,0.02148
03/24/20 16:49:30.155966 -0.00220,0.98193,0.01709
03/24/20 16:49:30.165260 -0.00342,0.97803,0.01733
03/24/20 16:49:30.174576 -0.00269,0.97656,0.01660
03/24/20 16:49:30.183876 -0.00537,0.97510,0.01416
03/24/20 16:49:30.193176 -0.00439,0.97705,0.01685
03/24/20 16:49:30.202482 -0.00269,0.97412,0.01685
03/24/20 16:49:30.211548 -0.00684,0.97559,0.01733
03/24/20 16:49:30.216894 -0.00830,0.97754,0.01611
03/24/20 16:49:30.226198 -0.00391,0.97778,0.01807
03/24/20 16:49:30.235504 -0.00415,0.97681,0.01929
03/24/20 16:49:30.244541 -0.00269,0.97388,0.01953
03/24/20 16:49:30.253860 -0.00391,0.97241,0.01416
03/24/20 16:49:30.263161 -0.00439,0.97949,0.01660
03/24/20 16:49:30.272438 -0.00244,0.97510,0.01563
03/24/20 16:49:30.281754 -0.00220,0.97705,0.01416
03/24/20 16:49:30.291044 -0.00049,0.97437,0.01538
03/24/20 16:49:30.300348 -0.00146,0.97363,0.01636
03/24/20 16:49:30.309887 -0.00488,0.98218,0.01587
03/24/20 16:49:30.319168 -0.00513,0.97485,0.01758
03/24/20 16:49:30.328484 -0.00537,0.97534,0.01465
03/24/20 16:49:30.337786 -0.00220,0.97656,0.01514
03/24/20 16:49:30.347080 -0.00195,0.97510,0.01758
03/24/20 16:49:30.356379 -0.00220,0.97852,0.01318
03/24/20 16:49:30.365694 -0.00684,0.97559,0.01440
03/24/20 16:49:30.374750 -0.00537,0.97290,0.01611
03/24/20 16:49:30.384047 -0.00586,0.97363,0.01563
03/24/20 16:49:30.393366 -0.00537,0.97974,0.01904
03/24/20 16:49:30.398712 -0.00439,0.97607,0.01929
03/24/20 16:49:30.407776 0.00024,0.98193,0.01294
03/24/20 16:49:30.417070 -0.00586,0.97607,0.01709
03/24/20 16:49:30.426371 -0.00244,0.97290,0.01587
03/24/20 16:49:30.435671 -0.00342,0.97388,0.01538
03/24/20 16:49:30.444965 -0.00391,0.97388,0.01685
03/24/20 16:49:30.454266 -0.00317,0.97632,0.01636
03/24/20 16:49:30.463581 -0.00342,0.97534,0.01709
03/24/20 16:49:30.472649 -0.00195,0.97656,0.01611
03/24/20 16:49:30.481958 -0.00488,0.97485,0.01855
03/24/20 16:49:30.487309 -0.00146,0.97754,0.01685
03/24/20 16:49:30.496624 -0.00488,0.97339,0.01489
03/24/20 16:49:30.505663 -0.00269,0.97754,0.01416
03/24/20 16:49:30.514944 -0.00220,0.98145,0.01636
03/24/20 16:49:30.524246 -0.00635,0.97363,0.01807
03/24/20 16:49:30.533548 -0.00586,0.97119,0.01782
03/24/20 16:49:30.542835 -0.00342,0.97437,0.01709
03/24/20 16:49:30.552145 -0.00537,0.97534,0.01367
03/24/20 16:49:30.561461 -0.00317,0.97705,0.01563
03/24/20 16:49:30.570484 -0.00220,0.97607,0.01587
03/24/20 16:49:30.575836 -0.00391,0.97583,0.01636
03/24/20 16:49:30.585123 -0.00635,0.97095,0.01514
03/24/20 16:49:30.594442 -0.00366,0.97876,0.01929
03/24/20 16:49:30.603481 0.00024,0.97388,0.01733
03/24/20 16:49:30.612801 -0.00342,0.97705,0.01318
03/24/20 16:49:30.622105 -0.00269,0.97852,0.01807
03/24/20 16:49:30.631411 -0.00537,0.97705,0.01733
03/24/20 16:49:30.640730 -0.00464,0.97681,0.01733
03/24/20 16:49:30.650024 -0.00391,0.97583,0.01514
03/24/20 16:49:30.659313 -0.00244,0.97949,0.01489
03/24/20 16:49:30.668831 -0.00439,0.97681,0.01587
03/24/20 16:49:30.678118 -0.00488,0.97461,0.01831
03/24/20 16:49:30.687428 -0.00293,0.97803,0.01563
03/24/20 16:49:30.696730 -0.00415,0.97900,0.01538
03/24/20 16:49:30.706003 -0.00073,0.97510,0.01709
03/24/20 16:49:30.715279 -0.00171,0.97852,0.01538
03/24/20 16:49:30.724558 -0.00220,0.97241,0.01538
03/24/20 16:49:30.733597 -0.00146,0.97485,0.01929
03/24/20 16:49:30.742910 -0.00342,0.97729,0.01709
03/24/20 16:49:30.752224 -0.00488,0.97339,0.01685
03/24/20 16:49:30.761520 -0.00635,0.97266,0.01929
03/24/20 16:49:30.771301 -0.00415,0.97754,0.01611
03/24/20 16:49:30.780619 -0.00269,0.97559,0.01636
03/24/20 16:49:30.789932 -0.00073,0.97339,0.01611
03/24/20 16:49:30.798992 -0.00269,0.97485,0.01758
03/24/20 16:49:30.808264 -0.00391,0.97803,0.01489
03/24/20 16:49:30.817579 -0.00146,0.97852,0.01440
03/24/20 16:49:30.826851 -0.00635,0.97949,0.01831
03/24/20 16:49:30.836147 -0.00269,0.97412,0.01978
03/24/20 16:49:30.845461 -0.00415,0.97705,0.01660
03/24/20 16:49:30.854748 -0.00586,0.97485,0.01587
03/24/20 16:49:30.864267 -0.00098,0.98340,0.01318
03/24/20 16:49:30.873564 -0.00244,0.97241,0.01563
03/24/20 16:49:30.882868 -0.00537,0.97534,0.01611
03/24/20 16:49:30.892157 -0.00244,0.97656,0.01221
03/24/20 16:49:30.901445 -0.00391,0.97266,0.01636
03/24/20 16:49:30.910742 -0.00439,0.97510,0.01660
03/24/20 16:49:30.920056 -0.00635,0.97852,0.01538
03/24/20 16:49:30.929123 -0.00171,0.97705,0.01587
03/24/20 16:49:30.938423 -0.00635,0.97852,0.01563
03/24/20 16:49:30.947733 -0.00220,0.97559,0.01855
03/24/20 16:49:30.953081 -0.00171,0.97388,0.01489
03/24/20 16:49:30.962147 -0.00635,0.97803,0.01611
03/24/20 16:49:30.971458 -0.00537,0.97510,0.01733
03/24/20 16:49:30.980766 -0.00488,0.97583,0.01514
03/24/20 16:49:30.990080 -0.00293,0.98145,0.01489
03/24/20 16:49:30.999378 -0.00244,0.97266,0.01440
03/24/20 16:49:31.008665 -0.00537,0.97607,0.01758
03/24/20 16:49:31.017962 -0.00732,0.97876,0.01318
03/24/20 16:49:31.027016 -0.00439,0.97852,0.01636
03/24/20 16:49:31.036287 -0.00781,0.97559,0.01733
03/24/20 16:49:31.041611 -0.00122,0.97510,0.01416
03/24/20 16:49:31.050892 -0.00342,0.97803,0.01465
03/24/20 16:49:31.059927 -0.00659,0.97583,0.01318
03/24/20 16:49:31.069241 -0.00488,0.97534,0.01807
03/24/20 16:49:31.078541 -0.00342,0.97949,0.01538
03/24/20 16:49:31.087820 -0.00391,0.97803,0.01636
03/24/20 16:49:31.097122 -0.00586,0.97632,0.01489
03/24/20 16:49:31.106426 -0.00146,0.97266,0.01514
03/24/20 16:49:31.115742 -0.00439,0.97534,0.01807
03/24/20 16:49:31.124792 -0.00293,0.97217,0.01465
03/24/20 16:49:31.130142 -0.00366,0.97949,0.01587
03/24/20 16:49:31.139435 -0.00439,0.97510,0.01514
03/24/20 16:49:31.148735 -0.00488,0.98071,0.01880
03/24/20 16:49:31.157797 -0.00317,0.97656,0.01270
03/24/20 16:49:31.167114 -0.00708,0.97388,0.01758
03/24/20 16:49:31.176432 -0.00415,0.97192,0.01465
03/24/20 16:49:31.185747 -0.00732,0.97729,0.01758
03/24/20 16:49:31.195057 -0.00269,0.97412,0.01733
03/24/20 16:49:31.204348 -0.00635,0.97412,0.01978
03/24/20 16:49:31.213652 -0.00415,0.97290,0.01392
03/24/20 16:49:31.223187 -0.00366,0.97949,0.01782
03/24/20 16:49:31.232471 -0.00610,0.97559,0.01733
03/24/20 16:49:31.241735 -0.00098,0.97827,0.01709
03/24/20 16:49:31.251022 -0.00317,0.98047,0.01953
03/24/20 16:49:31.260323 -0.00366,0.97168,0.01440
03/24/20 16:49:31.269632 -0.00366,0.97632,0.01392
03/24/20 16:49:31.278936 -0.00635,0.97778,0.01904
03/24/20 16:49:31.288002 -0.00220,0.97803,0.01709
03/24/20 16:49:31.297304 -0.00244,0.98682,0.01636
03/24/20 16:49:31.306604 -0.00244,0.97217,0.01880
03/24/20 16:49:31.311905 -0.00781,0.97754,0.01538
03/24/20 16:49:31.320959 -0.00317,0.97729,0.01758
03/24/20 16:49:31.330267 -0.00269,0.97217,0.01465
03/24/20 16:49:31.339550 -0.00635,0.97705,0.01563
03/24/20 16:49:31.348854 -0.00610,0.97510,0.01636
03/24/20 16:49:31.358154 -0.00684,0.97363,0.01196
03/24/20 16:49:31.367415 -0.00391,0.97095,0.01587
03/24/20 16:49:31.376726 -0.00488,0.97705,0.01709
03/24/20 16:49:31.385778 -0.00488,0.97388,0.01953
03/24/20 16:49:31.395069 -0.00684,0.98291,0.01636
03/24/20 16:49:31.400406 -0.00586,0.97705,0.01587
03/24/20 16:49:31.409702 -0.00122,0.98242,0.01440
03/24/20 16:49:31.418770 -0.00391,0.97192,0.01855
03/24/20 16:49:31.428074 -0.00391,0.97632,0.01538
03/24/20 16:49:31.437391 -0.00488,0.97681,0.01611
03/24/20 16:49:31.446690 -0.00684,0.97534,0.01733
03/24/20 16:49:31.455978 -0.00220,0.97754,0.01270
03/24/20 16:49:31.465296 -0.00537,0.97144,0.01758
03/24/20 16:49:31.474600 -0.00488,0.97559,0.01758
03/24/20 16:49:31.483648 -0.00513,0.98511,0.01660
03/24/20 16:49:31.488997 -0.00537,0.97729,0.01782
03/24/20 16:49:31.498297 -0.00488,0.97046,0.01782
03/24/20 16:49:31.507586 -0.00439,0.97437,0.01758
03/24/20 16:49:31.516636 0.00000,0.97754,0.01611
03/24/20 16:49:31.525946 -0.00171,0.97510,0.01489
03/24/20 16:49:31.535259 -0.00635,0.97583,0.01514
03/24/20 16:49:31.544571 -0.00537,0.97925,0.01514
03/24/20 16:49:31.553886 -0.00732,0.97363,0.01758
03/24/20 16:49:31.563200 -0.00586,0.97754,0.01758
